dt;x;y;z;a;b;c;j_cfg
0.008;668.0044025298143;-102.83559747018569;481.65;166.48;0.45;-179.68;1028
0.008;669.5572256086772;-101.28277439132285;481.65;166.48;0.45;-179.68;1028
0.008;671.1100486875401;-99.72995131245989;481.65;166.48;0.45;-179.68;1028
0.008;672.662871766403;-98.17712823359705;481.65;166.48;0.45;-179.68;1028
0.008;674.2156948452658;-96.6243051547342;481.65;166.48;0.45;-179.68;1028
0.008;675.7685179241287;-95.07148207587136;481.65;166.48;0.45;-179.68;1028
0.008;677.3213410029915;-93.51865899700852;481.65;166.48;0.45;-179.68;1028
0.008;678.8741640818544;-91.96583591814567;481.65;166.48;0.45;-179.68;1028
0.008;680.4269871607173;-90.41301283928271;481.65;166.48;0.45;-179.68;1028
0.008;681.9798102395802;-88.86018976041987;481.65;166.48;0.45;-179.68;1028
0.008;683.532633318443;-87.30736668155703;481.65;166.48;0.45;-179.68;1028
0.008;685.0854563973058;-85.75454360269418;481.65;166.48;0.45;-179.68;1028
0.008;686.637493312227;-84.20250668777305;481.65;166.48;0.45;-179.68;1028
0.008;688.1841630397332;-82.65583696026681;481.65;166.48;0.45;-179.68;1028
0.008;689.7197410213627;-81.12025897863737;481.65;166.48;0.45;-179.68;1028
0.008;691.2385024656371;-79.60149753436292;481.65;166.48;0.45;-179.68;1028
0.008;692.7347225810785;-78.10527741892156;481.65;166.48;0.45;-179.68;1028
0.008;694.2026765762087;-76.63732342379137;481.65;166.48;0.45;-179.68;1028
0.008;695.6366396595498;-75.20336034045022;481.65;166.48;0.45;-179.68;1028
0.008;697.0308870396237;-73.8091129603763;481.65;166.48;0.45;-179.68;1028
0.008;698.3796939249524;-72.46030607504758;481.65;166.48;0.45;-179.68;1028
0.008;699.6773355240578;-71.16266447594228;481.65;166.48;0.45;-179.68;1028
0.008;700.9180870454617;-69.92191295453836;481.65;166.48;0.45;-179.68;1028
0.008;702.0962236976861;-68.7437763023139;481.65;166.48;0.45;-179.68;1028
0.008;703.2060206892531;-67.6339793107469;481.65;166.48;0.45;-179.68;1028
0.008;704.2417532286846;-66.59824677131542;481.65;166.48;0.45;-179.68;1028
0.008;705.1976965245025;-65.64230347549756;481.65;166.48;0.45;-179.68;1028
0.008;706.0681257852286;-64.7718742147714;481.65;166.48;0.45;-179.68;1028
0.008;706.8475117792774;-63.992488220722635;481.65;166.48;0.45;-179.68;1028
0.008;707.535579545439;-63.30442045456107;481.65;166.48;0.45;-179.68;1028
0.008;708.1377664942752;-62.70223350572485;481.65;166.48;0.45;-179.68;1028
0.008;708.6597974172643;-62.180202582735774;481.65;166.48;0.45;-179.68;1028
0.008;709.1073971058843;-61.73260289411576;481.65;166.48;0.45;-179.68;1028
0.008;709.4862903516132;-61.353709648386825;481.65;166.48;0.45;-179.68;1028
0.008;709.802201945929;-61.037798054071004;481.65;166.48;0.45;-179.68;1028
0.008;710.0608566803099;-60.77914331969009;481.65;166.48;0.45;-179.68;1028
0.008;710.2679793462339;-60.57202065376612;481.65;166.48;0.45;-179.68;1028
0.008;710.429294735179;-60.41070526482099;481.65;166.48;0.45;-179.68;1028
0.008;710.5505276386234;-60.289472361376625;481.65;166.48;0.45;-179.68;1028
0.008;710.6374028480451;-60.20259715195493;481.65;166.48;0.45;-179.68;1028
0.008;710.695645154922;-60.144354845078055;481.65;166.48;0.45;-179.68;1028
0.008;710.7309793507322;-60.10902064926779;481.65;166.48;0.45;-179.68;1028
0.008;710.749130226954;-60.09086977304605;481.65;166.48;0.45;-179.68;1028
0.008;710.7558225750652;-60.084177424934865;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865439;-60.08321881345614;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
0.008;710.7567811865475;-60.083218813452504;481.65;166.48;0.45;-179.68;1028
